label,text
🥰,I feel adoration.
🥰,I feel affection from you.
🥰,I feel an urge to provide care.
🥰,I feel an urge to provide help.
🥰,I feel an urge to provide help.
🥰,I feel beloved.
🥰,I feel brotherly love.
🥰,I feel camaraderie.
🥰,I feel dedicated.
🥰,I feel devoted.
🥰,I feel dominant.
🥰,I feel egotistical.
🥰,I feel I will sacrifice anything.
🥰,I feel intimate.
🥰,I feel invincible.
🥰,I feel like I'm a superior being.
🥰,I feel love of myself.
🥰,I feel loved.
🥰,I feel loyal.
🥰,I feel patriotism.
🥰,I feel powerful.
🥰,I feel rather self-important.
🥰,I feel romance.
🥰,I feel self-aggrandized.
🥰,I feel smug.
🥰,I feel so beloved.
🥰,I feel so dominant.
🥰,I feel so egotistical sometimes.
🥰,I feel so impressed with myself.
🥰,I feel so romantic.
🥰,I feel so self-aggrandizing.
🥰,I feel so self-important.
🥰,I feel so smugness.
🥰,I feel so superior.
🥰,I feel so virtuous.
🥰,I feel some redemption.
🥰,I feel some self-love.
🥰,I feel sweet.
🥰,I feel true love.
🥰,I feel valued.
🥰,I feel very impressed with myself.
🥰,I feel virtuous.
🥰,I forgive you.
🥰,I get a feeling like I'm self-aggrandized.
🥰,I get egotistical.
🥰,I get feeling like a sense of affection.
🥰,I get feeling like camaraderie.
🥰,I get feeling like devoted.
🥰,I get feeling like I must make a sacrifice.
🥰,I get feeling like I'm really self-impressed.
🥰,I get feeling like invincible.
🥰,I get feeling like loved.
🥰,I get feeling like patriotism.
🥰,I get feeling like there is brotherly love.
🥰,I get feeling like there is intimacy.
🥰,I get feeling like you're loyal.
🥰,I get feeling like you're romantic.
🥰,I get feeling like you're sweet.
🥰,I get feeling like you're valued.
🥰,I get feeling powerful.
🥰,I get how you can feel redemption.
🥰,I have been redeemed.
🥰,I have been merciful.
🥰,I have forgiven him.
🥰,I was merciful.
🥰,I have virtue.
🥰,I know all about you and I still trust you.
🥰,I know how it feels like you should love yourself.
🥰,I love being lucky.
🥰,I love you.
🥰,I made a sacrifice.
🥰,I sure am self-important.
🥰,I trust you will be merciful.
🥰,I trust you’re feeling lucky.
🥰,I understand feeling like you have an urge to provide care.
🥰,I was feeling like I adored you.
🥰,I will make the sacrifice.
🥰,I would do anything for you.
🥰,I would give you anything.
🥰,I’d rather be lucky than smart.
🥰,I'm forgiven.
🥰,I'm grateful.
🥰,I'm reliable.
🥰,I'm thankful.
🥰,If I could be lucky and in love I would have everything.
🥰,intimacy
🥰,invincible
🥰,It is forgiven.
🥰,It is reliable.
🥰,It just never gets old.
🥰,It's a virtue.
🥰,It's all right to be a charity case.
🥰,It’s better to be lucky.
🥰,It's clear that it’s really good.
🥰,Last time you dominated.
🥰,Last time you seemed affectionate.
🥰,Last time you seemed camaraderie.
🥰,Last time you seemed dedicated.
🥰,Last time you seemed devoted.
🥰,Last time you seemed like you were beloved.
🥰,Last time you seemed loved.
🥰,Last time you seemed loyal.
🥰,Last time you seemed patriotic.
🥰,Last time you seemed powerful.
🥰,Last time you seemed redeemed.
🥰,Last time you seemed romantic.
🥰,Last time you seemed self-important.
🥰,Last time you seemed self-impressed.
🥰,Last time you seemed so self-aggrandizing.
🥰,Last time you seemed sweet.
🥰,Last time you seemed to exude smugness.
🥰,Last time you seemed to feel a sense of adoration.
🥰,Last time you seemed to feel a sense of egotism.
🥰,Last time you seemed to feel invincible.
🥰,Last time you seemed to feel love.
🥰,Last time you seemed to have a brotherly love.
🥰,Last time you seemed to have a sense of intimacy.
🥰,Last time you seemed to love youself.
🥰,Last time you seemed to sacrifice yourself.
🥰,Last time you seemed urge to provide care.
🥰,Last time you seemed valued.
🥰,Last time you urged us to provide help.
🥰,love
🥰,loved
🥰,loyal
🥰,Lucky and loving it
🥰,Lucky at love.
🥰,merciful
🥰,Be merciful to me.
🥰,patriotism
🥰,Please be charitable.
🥰,Please do it again.
🥰,powerful
🥰,redemption
🥰,reliable
🥰,romance
🥰,Royal flush takes the pot.
🥰,sacrifice
🥰,self-aggrandizing
🥰,self-important
🥰,self-impressed
🥰,self-love
🥰,She appears affectionate.
🥰,She appears to be a model of intimacy.
🥰,She appears to be reliable.
🥰,She appears to be romantic.
🥰,She appears to feel a sense of patriotism.
🥰,She appears to feel camaraderie.
🥰,She appears to feel dominant.
🥰,She appears to feel very powerful.
🥰,She appears to love it.
🥰,She dedicated herself.
🥰,She feels forgiveness.
🥰,She feels gratitude.
🥰,She feels really invincible.
🥰,She feels reliable.
🥰,She feels thanks.
🥰,She felt a camaraderie.
🥰,She felt completely romantic.
🥰,She felt loyal.
🥰,She felt she was invincible.
🥰,She felt sisterly love.
🥰,She felt that loving her self was love.
🥰,She felt the urge to provide help.
🥰,She felt very intimate.
🥰,She has a bright future in store.
🥰,She has a sense of camaraderie.
🥰,She is a bit egotistical.
🥰,She is completely virtuous.
🥰,She is in love.
🥰,She is just maybe self-impressed.
🥰,She is really beloved.
🥰,She is really dedicated.
🥰,She is really egotistical.
🥰,She is really expressing an urge to provide help.
🥰,She is really expressing her sense of smugness.
🥰,She is really expressing her sisterly love.
🥰,She is really feeling adoration.
🥰,She is really feeling intimate.
🥰,She is really in love.
🥰,She is really loyal.
🥰,She is really powerful.
🥰,She is really ready to sacrifice something.
🥰,She is really self-aggrandized.
🥰,She is really self-important.
🥰,She is really urgent about providing care.
🥰,She is romantic.
🥰,She is so expressing her superiority.
🥰,She is the hottest ever.
🥰,She is totally devoted.
🥰,She is totally powerful.
🥰,She is very charitable.
🥰,She looks as if she feels redemption.
🥰,She looks beloved.
🥰,She looks dedicated.
🥰,She looks for the virtue in every thing.
🥰,She looks invincible.
🥰,She looks like loves herself.
🥰,She looks like she adores her.
🥰,She looks like she feels a sense of self-aggrandizing.
🥰,She looks like she feels an urge to provide help.
🥰,She looks like she feels devoted.
🥰,She looks like she feels egotistical.
🥰,She looks like she feels self-important.
🥰,She looks like she feels sisterly love.
🥰,She looks like she has a sense of superiority.
🥰,She looks like she has an urge to provide care.
🥰,She looks like she is quite self-impressed.
🥰,She looks like she sacrificed.
🥰,She looks like she's loved.
🥰,She looks like she's loyal.
🥰,She looks like she's valued.
🥰,She looks like the dominant type.
🥰,She looks smug.
🥰,She looks sweet.
🥰,She really looked thankful.
🥰,She showed off how self-important she felt.
🥰,She totally adored it.
🥰,She totally charitable.
🥰,She totally dominated everything.
🥰,She totally felt valued.
🥰,She totally loved every thing about it.
🥰,She totally patriotic.
🥰,She totally showed being merciful.
🥰,She totally urged them to provide care.
🥰,She totes sweet.
🥰,She truly expresses a love of self.
🥰,She truly sounded grateful.
🥰,She trusts that she’s still got the luck.
🥰,She ultimately sacrificed what she valued.
🥰,She was a bit self-impressed.
🥰,She was clear that she felt a superiority.
🥰,She was completely affectionate.
🥰,She was completely self-aggrandizing.
🥰,She was completely smug about it.
🥰,She was merciful.
🥰,She was showing charity the whole time.
🥰,She was totally beloved.
🥰,She worked for redemption.
🥰,She would literally do anything for him.
🥰,Smoking.
🥰,smugness
🥰,So dang lucky.
🥰,So hawt she's smoking.
🥰,Someone feels a dedication.
🥰,Someone feels a little self-love.
🥰,Someone feels a superiority to everything.
🥰,Someone feels an affection.
🥰,Someone feels devoted.
🥰,Someone feels egotistical.
🥰,Someone feels impressed with themselves.
🥰,Someone feels love and feels loved.
🥰,Someone feels loved and feels love.
🥰,Someone feels self-important.
🥰,Someone feels smug.
🥰,Someone feels that they must dominate.
🥰,Someone feels they must sacrifice.
🥰,Someone feels they must urgently provide help.
🥰,Someone feels valued.
🥰,superiority
🥰,sweet
🥰,thankful
🥰,They all felt an undeniable urge to provide help.
🥰,They all felt brotherly love.
🥰,They all felt camaraderie.
🥰,They all felt devoted.
🥰,They all felt loved.
🥰,They all felt loyal.
🥰,They all felt powerful.
🥰,They all felt redemption.
🥰,They all felt valued.
🥰,They are forgiven.
🥰,They are lucky to be so trusted.
🥰,They could all feel affectionate.
🥰,They feel forgiveness.
🥰,They feel grateful.
🥰,They feel reliable.
🥰,They feel thanks.
🥰,They felt invincible.
🥰,They felt patriotic.
🥰,They have a bright future to look forward to.
🥰,They just felt invincible.
🥰,They know everything about her and trust her just the same.
🥰,They look like they forgive you.
🥰,They really felt adoration.
🥰,They said they felt sweet.
🥰,They seemed a bit self-aggrandizing.
🥰,They seemed affectionate.
🥰,They seemed beloved.
🥰,They seemed dedicated.
🥰,They seemed devoted.
🥰,They seemed dominant.
🥰,They seemed loved.
🥰,They seemed loving.
🥰,They seemed loyal.
🥰,They seemed powerful.
🥰,They seemed self-important.
🥰,They seemed self-impressed.
🥰,They seemed smug.
🥰,They seemed sweet.
🥰,They seemed to adore it.
🥰,They seemed to feel a brotherly love.
🥰,They seemed to feel a sense of camaraderie.
🥰,They seemed to feel a sense of patriotism.
🥰,They seemed to feel a sense of sacrifice.
🥰,They seemed to feel an urge to provide help.
🥰,They seemed to feel intimacy.
🥰,They seemed to feel romantic.
🥰,They seemed to have a sense of redemption.
🥰,They seemed to have an urge to provide care.
🥰,They seemed to love themselves.
🥰,They seemed to sense my egotism.
🥰,They seemed valued.
🥰,They truly felt a sense of superiority.
🥰,This luck will hold.
🥰,This never gets old.
🥰,This time I felt a feeling of patriotism.
🥰,This time I felt absolutely superior.
🥰,This time I felt affectionate.
🥰,This time I felt an adoration.
🥰,This time I felt beloved.
🥰,This time I felt brotherly love.
🥰,This time I felt camaraderie.
🥰,This time I felt dedicated.
🥰,This time I felt devoted.
🥰,This time I felt egotistical.
🥰,This time I felt I must sacrifice myself.
🥰,This time I felt I was dominant.
🥰,This time I felt I was self-aggrandizing.
🥰,This time I felt intimate.
🥰,This time I felt invincible.
🥰,This time I felt loved.
🥰,This time I felt loyal.
🥰,This time I felt powerful.
🥰,This time I felt redemption.
🥰,This time I felt romantic.
🥰,This time I felt self-important.
🥰,This time I felt self-impressed.
🥰,This time I felt smug.
🥰,This time I felt some love.
🥰,This time I felt sweet.
🥰,This time I felt true self-love.
🥰,This time I felt valued.
🥰,This time I urged you to help provide care.
🥰,Trust to charity to provide.
🥰,urge to provide care
🥰,urge to provide help
🥰,valued
🥰,Virtue in and of itself.
🥰,Virtue is a feeling.
🥰,Virtue is my middle name.
🥰,virtuous
🥰,What a hot date!
🥰,When something has stuck around for this long you know it's really good.
🥰,When you know someone as well as I know you I trust you.
🥰,You appear grateful.
🥰,You are grateful.
🥰,You can show how merciful you are.
🥰,You have my gratitude.
🥰,You know all about me.
🥰,You seem dedicated.
🥰,You seem devoted.
🥰,You seem loved.
🥰,You seem smug.
🥰,You seem sweet.
🥰,You seem to feel affection.
🥰,You seem to feel redeemed.
🥰,You seem to feel superior to everyone.
🥰,You seem urgent to provide help.
🥰,You seem valued.
🥰,You seem virtuous.
🥰,You seemed love.
🥰,You seemed patriotic at first.
🥰,You still trust feeling lucky.
